Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Overall_Skills,Performance_Level
Finance,Accountant,3.923356277782548,8.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,Excellent
Chemistry,Physicist,3.84173206664275,2.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,1.4285714285714286,Excellent
Medicine,Architectural Technologist,4.536594196079992,7.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,2.0,
Architecture,Architectural Technologist,3.669387149443444,8.0,1.0,2.0,1.0,9.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,Excellent
Medicine,Biochemist,3.1702109786152075,8.0,2.0,0.0,0.0,7.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.5714285714285714,Good
Chemistry,Market Research Analyst,3.1052858585175462,3.0,2.0,4.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,1.4285714285714286,Good
Art,Marketing Manager,4.747431822226337,5.0,2.0,1.0,1.0,6.0,0.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,3.4285714285714284,
Chemistry,Risk Analyst,4.037707190796702,9.0,2.0,4.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,3.0,0.0,1.4285714285714286,
Computer Science,AI Researcher,4.01722538469053,6.0,2.0,1.0,1.0,4.0,0.0,4.0,4.0,1.0,3.0,4.0,0.0,1.0,0.0,2.4285714285714284,
Medicine,Education Administrator,3.3827125408958034,4.0,1.0,2.0,0.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,0.0,3.142857142857143,Good
Chemistry,Legal Secretary,3.238497836451452,8.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,4.0,1.0,2.2857142857142856,Good
Biology,Clinical Psychologist,2.9557245466309783,1.0,1.0,1.0,0.0,9.0,1.0,1.0,4.0,3.0,0.0,2.0,0.0,4.0,0.0,2.0,Average
Physics,Urban Planner,3.3315273076570544,7.0,1.0,0.0,0.0,8.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,0.0,2.4285714285714284,Good
Medicine,Industrial-Organizational Psychologist,3.747885621067608,5.0,1.0,2.0,0.0,7.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.2857142857142858,Excellent
Computer Science,Accountant,2.874012449000902,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,4.0,0.0,4.0,1.0,0.0,1.0,1.8571428571428572,Average
Medicine,Civil Engineer,4.549289871059253,1.0,1.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,1.7142857142857142,
Music,Industrial-Organizational Psychologist,4.328351044134594,9.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,1.4285714285714286,
Business,AI Researcher,3.03482874673944,0.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,Good
Chemistry,Cybersecurity Analyst,2.545788821466588,6.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,1.0,0.0,4.0,1.0,4.0,0.0,2.0,Average
Psychology,Psychologist,4.6043143468133785,3.0,2.0,3.0,1.0,5.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,1.5714285714285714,
Medicine,Chemical Engineer,3.2831545492428797,9.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,Good
Education,Financial Analyst,3.2809105925397097,6.0,0.0,3.0,1.0,8.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,1.0,1.2857142857142858,Good
Biology,Biotechnologist,3.330322128954696,6.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.4285714285714286,Good
Psychology,Mechanical Engineer,3.703263347162759,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.4285714285714286,Excellent
Business,Illustrator,3.233237001952415,4.0,1.0,2.0,1.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.8571428571428571,Good
Finance,Paralegal,4.77392394552882,4.0,1.0,2.0,1.0,7.0,1.0,1.0,0.0,2.0,3.0,4.0,4.0,2.0,1.0,2.2857142857142856,
Psychology,Curriculum Developer,4.671731839616639,8.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,4.0,3.0,1.0,2.0,
Law,Marketing Specialist,4.926534248288258,1.0,2.0,4.0,1.0,6.0,0.0,3.0,4.0,4.0,1.0,2.0,0.0,3.0,0.0,2.4285714285714284,
Chemistry,Interior Designer,4.720742950608579,2.0,2.0,2.0,0.0,9.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,1.4285714285714286,
Finance,Aerospace Engineer,3.8002667665805534,8.0,1.0,2.0,1.0,7.0,1.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.7142857142857142,Excellent
Music,Doctor,4.655248845501765,3.0,2.0,4.0,0.0,6.0,1.0,1.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,1.5714285714285714,
Architecture,Geneticist,2.9869496363586507,9.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0,1.0,0.0,1.7142857142857142,Average
Music,Legal Analyst,3.350976958647116,7.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,2.142857142857143,Good
Business,Web Developer,4.2135845578156745,4.0,1.0,4.0,1.0,6.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.5714285714285714,
Law,Legal Analyst,3.8238779590737018,3.0,0.0,3.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,0.0,3.0,1.0,0.0,2.142857142857143,Excellent
Psychology,Curriculum Developer,2.912195520923702,0.0,1.0,0.0,0.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,0.0,3.2857142857142856,Average
Architecture,Accountant,4.238008769317456,5.0,1.0,0.0,1.0,8.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.2857142857142858,
Engineering,Interior Designer,3.46981664762107,7.0,0.0,3.0,0.0,8.0,1.0,4.0,3.0,0.0,2.0,2.0,4.0,2.0,1.0,2.4285714285714284,Good
Chemistry,Teacher,4.231600190643786,6.0,2.0,3.0,0.0,8.0,0.0,2.0,3.0,4.0,0.0,2.0,3.0,2.0,1.0,2.2857142857142856,
Physics,Education Administrator,3.9385860142766607,4.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,3.0,2.0,4.0,4.0,0.0,2.142857142857143,Excellent
Physics,Risk Analyst,4.333180038482094,5.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,0.0,2.857142857142857,
Law,Clinical Psychologist,3.33110598230481,0.0,1.0,4.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,0.0,3.0,Good
Business,Geneticist,3.944808369007342,1.0,0.0,3.0,1.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,Excellent
Medicine,Landscape Architect,3.435478231398781,7.0,1.0,2.0,0.0,6.0,0.0,3.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,2.857142857142857,Good
Architecture,Counselor,3.071282324053768,1.0,0.0,4.0,0.0,7.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,1.5714285714285714,Good
Biology,Microbiologist,4.463865215008619,6.0,1.0,4.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0,2.0,4.0,1.0,1.0,2.0,
Education,Software Developer,3.849590484817713,0.0,0.0,2.0,0.0,5.0,1.0,3.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,2.0,Excellent
Music,Biologist,3.5475430913879658,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,3.0,3.0,0.0,2.0,Excellent
Finance,Marketing Manager,3.885430628118418,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,Excellent
Architecture,Entrepreneur,4.831414042568211,7.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.8571428571428571,
Medicine,Music Teacher,4.730999490057549,3.0,2.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,2.0,
Law,Human Resources Specialist,4.206554844329661,8.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,2.2857142857142856,
Marketing,Physicist,3.157283277451977,1.0,0.0,1.0,1.0,8.0,0.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,1.0,2.0,Good
Law,Brand Manager,3.6608366177044926,2.0,2.0,1.0,1.0,6.0,0.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,0.0,2.4285714285714284,Excellent
Chemistry,Conductor,2.9160054708447123,5.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,1.5714285714285714,Average
Business,Game Developer,4.070113486145296,0.0,0.0,2.0,1.0,4.0,0.0,2.0,2.0,3.0,0.0,4.0,3.0,3.0,0.0,2.4285714285714284,
Physics,Psychologist,2.83137673134444,1.0,1.0,0.0,0.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.8571428571428572,Average
Biology,Music Teacher,3.139856552964965,5.0,1.0,2.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.2857142857142858,Good
Architecture,Music Therapist,2.9305331802783785,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.2857142857142858,Average
Education,Brand Manager,3.2713588505135025,2.0,2.0,0.0,0.0,9.0,1.0,4.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,2.0,Good
Law,Judge,2.733373675882043,4.0,1.0,3.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,2.0,3.0,4.0,0.0,2.0,Average
Music,Biochemist,3.5890837176762838,8.0,2.0,0.0,0.0,9.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,2.0,0.0,1.7142857142857142,Excellent
Medicine,Advertising Manager,4.066910099335127,4.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,1.8571428571428572,
Finance,Zoologist,3.217560612828123,5.0,1.0,3.0,1.0,7.0,1.0,4.0,0.0,2.0,0.0,1.0,4.0,3.0,0.0,2.0,Good
Marketing,Credit Analyst,3.4473781819118594,7.0,1.0,3.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.4285714285714286,Good
Psychology,Aerospace Engineer,3.2967587407823755,3.0,0.0,2.0,0.0,7.0,0.0,0.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,2.142857142857143,Good
Finance,Teacher,3.700192199230768,0.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.1428571428571428,Excellent
Art,Chemical Engineer,3.632071167040824,0.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,Excellent
Law,Chemical Engineer,3.23133873651111,2.0,1.0,3.0,0.0,5.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,1.8571428571428572,Good
Engineering,School Psychologist,3.384682800054799,3.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,2.142857142857143,Good
Music,School Psychologist,3.039332602366477,5.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,1.5714285714285714,Good
Physics,Manager,3.828119388305895,5.0,1.0,1.0,0.0,5.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,4.0,1.0,2.2857142857142856,Excellent
Finance,Financial Analyst,4.886099732348153,7.0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.142857142857143,
Chemistry,Game Developer,2.78290647457418,3.0,0.0,0.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,2.857142857142857,Average
Chemistry,Organic Chemist,4.399442624842493,2.0,1.0,0.0,1.0,8.0,0.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,3.142857142857143,
Architecture,Special Education Teacher,2.546940745119336,2.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.8571428571428572,Average
Biology,Brand Manager,4.5065571229052495,5.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.7142857142857142,
Education,Musician,2.950501097494526,1.0,0.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,1.5714285714285714,Average
Physics,Doctor,3.9059118446234535,5.0,2.0,1.0,0.0,5.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.4285714285714286,Excellent
Law,Organic Chemist,3.2148848040174918,1.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,3.0,4.0,0.0,2.0,1.0,1.0,1.8571428571428572,Good
Computer Science,Artist,3.808609023924454,0.0,2.0,2.0,0.0,8.0,1.0,4.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,1.8571428571428572,Excellent
Finance,Acoustics Specialist,3.8407064744180417,9.0,1.0,2.0,1.0,6.0,1.0,2.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,1.7142857142857142,Excellent
Chemistry,Data Scientist,4.697052448793785,9.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,1.7142857142857142,
Music,Physician Assistant,2.815934684369972,4.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,Average
Marketing,Mechanical Engineer,2.84208585675326,3.0,1.0,4.0,0.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,2.857142857142857,Average
Engineering,Astronomer,4.860089281705923,7.0,0.0,1.0,1.0,9.0,0.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,2.7142857142857144,
Physics,Marketing Specialist,3.4895937906904395,7.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.1428571428571428,Good
Education,Cybersecurity Analyst,3.0337917498457894,6.0,2.0,2.0,0.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,1.7142857142857142,Good
Medicine,Software Developer,2.875073734539546,7.0,0.0,0.0,1.0,6.0,1.0,3.0,0.0,2.0,3.0,4.0,2.0,2.0,0.0,2.2857142857142856,Average
Law,Marketing Specialist,4.262655572201678,3.0,0.0,3.0,0.0,5.0,1.0,3.0,2.0,4.0,3.0,2.0,0.0,3.0,1.0,2.4285714285714284,
Finance,Accountant,3.9299231219015898,1.0,2.0,1.0,1.0,9.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.2857142857142858,Excellent
Computer Science,Education Administrator,3.02856776801668,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,2.142857142857143,Good
Chemistry,Biochemist,4.421102602988155,7.0,1.0,2.0,0.0,9.0,1.0,4.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,2.142857142857143,
Computer Science,Construction Manager,4.630489520844587,7.0,2.0,4.0,1.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.5714285714285714,
Music,Paralegal,4.911627632776084,7.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,4.0,3.0,1.0,2.2857142857142856,
Architecture,Construction Manager,4.035796934825882,0.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,0.0,2.857142857142857,
Business,Biomedical Engineer,4.768461957486705,0.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,1.7142857142857142,
Art,Construction Manager,4.956118295602186,1.0,1.0,0.0,0.0,8.0,0.0,2.0,3.0,1.0,0.0,2.0,4.0,2.0,1.0,2.0,
Chemistry,Financial Analyst,2.695262181857172,2.0,2.0,1.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,Average
Physics,Brand Manager,4.490925714910235,5.0,2.0,3.0,1.0,8.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,2.142857142857143,
Education,Biotechnologist,2.502543827193737,5.0,0.0,2.0,0.0,7.0,0.0,1.0,2.0,0.0,3.0,4.0,2.0,4.0,0.0,2.2857142857142856,Average
Medicine,Cybersecurity Analyst,4.133697283997305,7.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,2.142857142857143,
Art,Counselor,4.61650482424842,5.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,4.0,4.0,1.0,2.5714285714285716,
Architecture,Art Director,4.939898526365608,9.0,2.0,2.0,0.0,9.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.4285714285714284,
Biology,Art Director,3.071055314391855,4.0,1.0,2.0,1.0,9.0,1.0,4.0,4.0,4.0,2.0,0.0,3.0,4.0,0.0,3.0,Good
Engineering,Mechanical Engineer,3.630048047093229,3.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.142857142857143,Excellent
Finance,Physician Assistant,3.588929357693964,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,3.0,1.0,1.7142857142857142,Excellent
Education,Legal Secretary,4.455514871052353,4.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,0.0,2.7142857142857144,
Education,Zoologist,3.559303308750807,5.0,2.0,4.0,0.0,3.0,1.0,2.0,4.0,1.0,3.0,0.0,2.0,3.0,1.0,2.142857142857143,Excellent
Computer Science,Marketing Manager,4.582675208617764,8.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,
Medicine,AI Researcher,4.248772810559615,0.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,1.7142857142857142,
Business,Composer,3.614173076078724,0.0,1.0,0.0,1.0,8.0,1.0,4.0,3.0,3.0,0.0,3.0,2.0,3.0,1.0,2.5714285714285716,Excellent
Medicine,Interior Designer,2.941207077742779,6.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.7142857142857142,Average
Chemistry,Legal Secretary,4.041132046501885,5.0,2.0,2.0,0.0,6.0,0.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,1.0,2.857142857142857,
Architecture,Legal Analyst,3.01942918208334,4.0,2.0,1.0,0.0,5.0,1.0,3.0,0.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,Good
Computer Science,Entrepreneur,3.144193262533496,1.0,1.0,3.0,0.0,2.0,1.0,4.0,3.0,2.0,0.0,4.0,3.0,0.0,0.0,2.2857142857142856,Good
Music,Composer,3.101076084006519,3.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,0.0,2.857142857142857,Good
Marketing,Microbiologist,4.086812644520426,5.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,3.0,4.0,0.0,2.142857142857143,
Business,Civil Engineer,3.440566177471628,2.0,2.0,3.0,0.0,7.0,1.0,4.0,2.0,4.0,0.0,1.0,0.0,3.0,0.0,2.0,Good
Medicine,Legal Analyst,3.351465735057504,2.0,1.0,4.0,1.0,5.0,0.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,0.0,2.4285714285714284,Good
Education,Mechanical Engineer,3.9568908038479575,0.0,2.0,3.0,1.0,4.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,2.0,1.0,1.4285714285714286,Excellent
Psychology,Animator,3.5814488765019896,8.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,Excellent
Finance,Industrial-Organizational Psychologist,4.499431858460471,8.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.2857142857142858,
Physics,Legal Analyst,4.238709342544069,7.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.1428571428571428,
Finance,Musician,3.0519275268307595,7.0,0.0,2.0,1.0,3.0,0.0,4.0,0.0,2.0,4.0,3.0,1.0,3.0,0.0,2.4285714285714284,Good
Psychology,Interior Designer,4.19569996439221,7.0,1.0,4.0,0.0,8.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,4.0,0.0,2.4285714285714284,
Computer Science,Software Developer,3.0301361868220797,5.0,1.0,4.0,1.0,5.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,1.1428571428571428,Good
Physics,Zoologist,3.919606330715293,6.0,2.0,4.0,1.0,3.0,0.0,3.0,2.0,0.0,4.0,0.0,3.0,3.0,0.0,2.142857142857143,Excellent
Education,Curriculum Developer,4.68597206852687,9.0,2.0,1.0,0.0,5.0,1.0,0.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,2.4285714285714284,
Law,School Counselor,2.722103109082264,7.0,2.0,2.0,1.0,7.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,1.2857142857142858,Average
Chemistry,Cybersecurity Analyst,3.847172240834613,1.0,0.0,0.0,0.0,8.0,1.0,3.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,1.8571428571428572,Excellent
Architecture,Conductor,3.041253714786545,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,1.5714285714285714,Good
Music,Physicist,4.244533044739638,6.0,2.0,3.0,0.0,7.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,1.8571428571428572,
Computer Science,Clinical Psychologist,2.7235376153518898,7.0,0.0,2.0,1.0,6.0,0.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,Average
Music,Physician Assistant,4.322764849463045,8.0,1.0,0.0,1.0,9.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,1.5714285714285714,
Biology,Music Teacher,2.9254065206067192,3.0,0.0,3.0,1.0,6.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,Average
Computer Science,Teacher,3.5246458001780496,0.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,4.0,3.0,2.0,0.0,2.2857142857142856,Excellent
Chemistry,Psychologist,3.225084123377644,5.0,2.0,4.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,1.5714285714285714,Good
Computer Science,Graphic Designer,3.0575436520573818,8.0,0.0,4.0,0.0,7.0,1.0,0.0,3.0,4.0,4.0,1.0,4.0,0.0,0.0,2.2857142857142856,Good
Medicine,Physical Chemist,4.180421436640502,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.4285714285714286,
Computer Science,Aerospace Engineer,2.54212834137452,1.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,2.2857142857142856,Average
Engineering,Zoologist,4.177713523014569,0.0,2.0,4.0,1.0,7.0,0.0,0.0,4.0,3.0,4.0,0.0,2.0,2.0,1.0,2.142857142857143,
Business,Architectural Technologist,3.953070432138852,4.0,1.0,4.0,1.0,6.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,1.4285714285714286,Excellent
Music,Conductor,2.9144565889094247,4.0,1.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,3.0,4.0,0.0,2.0,Average
Biology,Artist,3.773432841219493,1.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0,3.0,2.0,3.0,3.0,1.0,1.0,2.2857142857142856,Excellent
Chemistry,Special Education Teacher,3.574635040819257,3.0,1.0,0.0,1.0,9.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,Excellent
Engineering,Acoustics Specialist,3.172316279547319,8.0,1.0,4.0,1.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.8571428571428571,Good
Marketing,Digital Marketing Specialist,3.053152061184745,4.0,0.0,4.0,1.0,5.0,0.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.8571428571428572,Good
Art,Quantum Physicist,3.7651617384694336,6.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.7142857142857143,Excellent
Finance,Construction Manager,4.264849314210825,0.0,2.0,4.0,1.0,7.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.1428571428571428,
Art,Art Director,4.34308909474538,3.0,1.0,1.0,1.0,7.0,0.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,2.857142857142857,
Marketing,Entrepreneur,4.047066880674288,7.0,0.0,3.0,0.0,8.0,1.0,0.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,2.2857142857142856,
Psychology,Interior Designer,3.765663576030154,5.0,0.0,3.0,0.0,8.0,0.0,4.0,4.0,1.0,0.0,2.0,0.0,4.0,1.0,2.142857142857143,Excellent
Finance,Landscape Architect,2.723293268010808,8.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,1.7142857142857142,Average
Architecture,Curriculum Developer,3.927307384487728,3.0,0.0,4.0,1.0,4.0,1.0,1.0,3.0,0.0,1.0,4.0,3.0,2.0,1.0,2.0,Excellent
Education,Quantum Physicist,2.7739068138330363,1.0,0.0,4.0,1.0,5.0,1.0,4.0,4.0,0.0,2.0,3.0,0.0,3.0,0.0,2.2857142857142856,Average
Architecture,Digital Marketing Specialist,4.576910170258712,9.0,1.0,2.0,0.0,3.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.2857142857142858,
Art,Accountant,4.422088481465859,2.0,2.0,1.0,1.0,8.0,1.0,4.0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,2.142857142857143,
Biology,Curriculum Developer,3.497246195531048,3.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,2.142857142857143,Good
